
JDBC::error: Column 'SystemLoad.CPYearID' is invalid in the select list because it is not contained in either an aggregate function or the GROUP BY clause.

Lookup::invrl: The argument Association[(Apply[#1 -> #2 & , #1, {1}] & )[SQLExecute[conn, systemQuery]]] is not a valid Association or a list of rules.
2016-10-17,14:24,PSEG,PE000011390164929913,2016,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011391762912093,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011394005032432,2015,RS,RS,1052.52
2016-10-17,14:24,PSEG,PE000011394006882139,2015,RS,RS,1681.31
2016-10-17,14:24,PSEG,PE000011394007632432,2015,RS,RS,495.176
2016-10-17,14:24,PSEG,PE000011394008480359,2015,RS,RS,838.746
2016-10-17,14:24,PSEG,PE000011394380782139,2015,RS,RS,882.374
2016-10-17,14:24,PSEG,PE000011394381582139,2015,RS,RS,1272.84
2016-10-17,14:24,PSEG,PE000011394383182139,2015,RS,RS,869.285
2016-10-17,14:24,PSEG,PE000011394385632432,2015,RS,RS,966.903
2016-10-17,14:24,PSEG,PE000011394386479381,2015,RS,RS,1483.35
2016-10-17,14:24,PSEG,PE000011394387232432,2015,RS,RS,1558.06
2016-10-17,14:24,PSEG,PE000011394388032432,2015,RS,RS,1097.79
2016-10-17,14:24,PSEG,PE000011394390632432,2015,RS,RS,737.856
2016-10-17,14:24,PSEG,PE000011394391480450,2015,RS,RS,920.548
2016-10-17,14:24,PSEG,PE000011394392282139,2015,RS,RS,3169.02
2016-10-17,14:24,PSEG,PE000011394393080486,2015,RS,RS,2999.96
2016-10-17,14:24,PSEG,PE000011394394832432,2015,RS,RS,759.67
2016-10-17,14:24,PSEG,PE000011394395532432,2015,RS,RS,548.62
2016-10-17,14:24,PSEG,PE000011394882240200,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011396622006405,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011399168189487,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011399784509309,2014,RS,Null,1730.87
2016-10-17,14:24,PSEG,PE000011399784509309,2015,RS,Null,1580.96
2016-10-17,14:24,PSEG,PE000011400791743855,2014,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011400791743855,2015,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011403313724599,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011408564059320,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011409593893134,2014,RS,Null,3737.45
2016-10-17,14:24,PSEG,PE000011409593893134,2015,RS,Null,3526.22
2016-10-17,14:24,PSEG,PE000011410823649561,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011412231094222,2014,RS,Null,6623.16
2016-10-17,14:24,PSEG,PE000011412231094222,2015,RS,Null,5530.38
2016-10-17,14:24,PSEG,PE000011417265319702,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011419011944432,2014,RS,Null,1238.98
2016-10-17,14:24,PSEG,PE000011419011944432,2015,RS,Null,1096.7
2016-10-17,14:24,PSEG,PE000011419115812117,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011422269840016,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011423660784741,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011424549191133,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011425033551002,2015,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011427933429106,2014,HS,Null,69618.9
2016-10-17,14:24,PSEG,PE000011427933429106,2015,HS,Null,39890.8
2016-10-17,14:24,PSEG,PE000011429513221459,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011430920652560,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011432627595131,2014,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011436998629936,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011436998629936,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011437256846162,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011438765775458,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011440370253219,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011441293542572,2015,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011441378427501,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011441381844546,2014,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011441381844546,2015,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011441691009339,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011441842943340,2015,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011441877545022,2015,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011441878344896,2015,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011444009241168,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011447743344623,2014,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011447743344623,2015,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011448069245597,2014,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011448069245597,2015,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011448071842766,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011448072642766,2014,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011448072642766,2015,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011453269035970,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011455645908367,2016,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011459176125671,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011460225396917,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011462106374912,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011462999176252,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011463519643622,2015,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011464216889721,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011464252389358,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011468922747741,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011469422746162,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011473443713218,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011481923806500,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011483362773426,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011487213823845,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011487838246979,2014,RS,Null,3228.45
2016-10-17,14:24,PSEG,PE000011487838246979,2015,RS,Null,2333.55
2016-10-17,14:24,PSEG,PE000011489303538942,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011490491555106,2014,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011491130873717,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011492661108305,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011492662908319,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011494409332795,2015,RS,RS,2889.8
2016-10-17,14:24,PSEG,PE000011495201379170,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011495415918204,2014,RS,Null,5046.21
2016-10-17,14:24,PSEG,PE000011495415918204,2015,RS,Null,5051.56
2016-10-17,14:24,PSEG,PE000011495501654584,2014,RS,Null,2428.01
2016-10-17,14:24,PSEG,PE000011495895243924,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011496304428999,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011496743312489,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011498035271801,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011498035271801,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011500446778738,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011500446778738,2015,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011500718969208,2014,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011502249333330,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011502498625609,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011503265841766,2014,GLP,GLP,Indeterminate
2016-10-17,14:24,PSEG,PE000011503928199790,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011507702661068,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011509881642077,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011511749118024,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011511786316240,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011511792118053,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011511818418094,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011511821818038,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011511917487456,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011513248220647,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011515955037899,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011519172834810,2014,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011519172834810,2015,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011519660242195,2015,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011522097246445,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011522132765245,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011522450373095,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011527416941362,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011527577827846,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011528314592868,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011529427496971,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011532208379994,2016,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011536265942780,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011539761448743,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011539857053842,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011541547383464,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011543336983371,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011543702296065,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011544757593621,2014,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011545233686829,2014,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011545233686829,2016,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011545559445188,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011546116269244,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011550378127812,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011550583638233,2015,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011550583638233,2016,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011551141243827,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011552434007048,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011553113922736,2014,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011553113922736,2015,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011553164222736,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011553379646853,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011553863938245,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011553923138245,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011556898240997,2015,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011556898240997,2016,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011559638915704,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011561179096721,2014,RHS,Null,2762.67
2016-10-17,14:24,PSEG,PE000011561179096721,2015,RHS,Null,2627.52
2016-10-17,14:24,PSEG,PE000011561963761747,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011561963761747,2016,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011563187154746,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011563789487014,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011564514519309,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011564682084051,2016,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011568923429311,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011574523464446,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011574674516081,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011575310507085,2015,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011575310507085,2016,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011575963191579,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011578070255083,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011578071052450,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011578246838259,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011579702949249,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011580393417039,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011580626704725,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011586684020244,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011586777247784,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011587487773829,2015,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011587487773829,2016,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011588237574938,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011590218130352,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011590590373588,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011593430943585,2016,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011593755934612,2014,RS,RS,1616.62
2016-10-17,14:24,PSEG,PE000011593755934612,2015,RS,RS,1301.2
2016-10-17,14:24,PSEG,PE000011594528943717,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011594558638970,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011600414455093,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011600880647997,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011600884847987,2016,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011605473543818,2014,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011605473543818,2015,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011605473543818,2016,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011606788551773,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011607628241457,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011607628243488,2015,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011607628243488,2016,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011610574380994,2014,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011613979140417,2016,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011614235747538,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011619884762318,2014,RS,Null,502.158
2016-10-17,14:24,PSEG,PE000011623179620426,2014,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011623179620426,2015,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011624142320426,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011624142320426,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011624377515121,2016,RS,RS,0.
2016-10-17,14:24,PSEG,PE000011625213107754,2015,RS,Null,1167.05
2016-10-17,14:24,PSEG,PE000011626168643559,2015,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011626168643559,2016,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011627487950168,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011629962939704,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011631500386623,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011633216462999,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011633418640417,2016,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011633981385591,2015,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011634121598890,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011634138998957,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011634350001745,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011635076076008,2014,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011635076076008,2015,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011635076076008,2016,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011635968876159,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011636373057508,2014,RS,Null,5142.68
2016-10-17,14:24,PSEG,PE000011636373057508,2015,RS,Null,4167.01
2016-10-17,14:24,PSEG,PE000011637863979478,2015,RS,RS,337.025
2016-10-17,14:24,PSEG,PE000011637864780421,2015,RS,RS,1254.85
2016-10-17,14:24,PSEG,PE000011638267232432,2015,RS,RS,955.45
2016-10-17,14:24,PSEG,PE000011638268081617,2015,RS,RS,849.107
2016-10-17,14:24,PSEG,PE000011638270632432,2015,RS,RS,1507.34
2016-10-17,14:24,PSEG,PE000011638271481686,2015,RS,RS,1126.14
2016-10-17,14:24,PSEG,PE000011638273032432,2015,RS,RS,540.986
2016-10-17,14:24,PSEG,PE000011638274875772,2015,RS,RS,565.526
2016-10-17,14:24,PSEG,PE000011638276332432,2015,RS,RS,742.764
2016-10-17,14:24,PSEG,PE000011638277132432,2015,RS,RS,1514.43
2016-10-17,14:24,PSEG,PE000011640324715497,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011640610984287,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011640760253090,2015,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011641075499064,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011641075499064,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011641075499064,2016,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011641573848945,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011641797318497,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011641798181728,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011642945789546,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011643110747741,2014,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011643110747741,2015,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011645006530318,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011648397555093,2014,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011649253943503,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011651461351755,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011653128688125,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011654365385448,2015,RS,Null,2216.3
2016-10-17,14:24,PSEG,PE000011655968311955,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011657117553873,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011659708973494,2014,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011659708973494,2015,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011661684883358,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011663234047741,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011664949247741,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011667327884773,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011667328684773,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011667380713193,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011667874930470,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011669961227401,2016,RS,RS,0.
2016-10-17,14:24,PSEG,PE000011670046943770,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011672083073504,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011672084875566,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011672763715781,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011672932855283,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011677349047741,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011677349047741,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011684434105448,2014,HS,Null,6163.38
2016-10-17,14:24,PSEG,PE000011684434105448,2015,HS,Null,10509.2
2016-10-17,14:24,PSEG,PE000011684714656504,2014,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011684714656504,2015,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011687329044783,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011687899259138,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011697023715763,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011697154034854,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011699155575003,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011699493008471,2016,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011705216752340,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011706723166431,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011713879216827,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011714550828141,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011714554097995,2015,RS,Null,5737.61
2016-10-17,14:24,PSEG,PE000011718316094303,2014,RS,Null,2722.88
2016-10-17,14:24,PSEG,PE000011718316094303,2015,RS,Null,3586.21
2016-10-17,14:24,PSEG,PE000011719255934696,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011719255934696,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011719412647148,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011719412647148,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011725605700060,2014,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011725697444141,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011727362363955,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011728234392417,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011734535559061,2015,RS,Null,8014.44
2016-10-17,14:24,PSEG,PE000011735210473549,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011738076688379,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011739356179170,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011739657216417,2014,RS,Null,2488.9
2016-10-17,14:24,PSEG,PE000011742299888822,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011742506693850,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011744836541132,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011745651715854,2014,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011745651715854,2015,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011749588713407,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011749729747741,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011749730547741,2014,HS,HS,5520.06
2016-10-17,14:24,PSEG,PE000011751432338441,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011753534477864,2014,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011754598844618,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011755726416489,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011755743918104,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011755751218115,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011755755316479,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011756139945473,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011763912092336,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011765651288751,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011765653888751,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011766060581802,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011766549788751,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011768147847234,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011770755403033,2014,RS,Null,5958.17
2016-10-17,14:24,PSEG,PE000011770755403033,2015,RS,Null,4964.85
2016-10-17,14:24,PSEG,PE000011771905446888,2015,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011773321207423,2016,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011774866584217,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011777241871635,2014,RS,Null,6168.89
2016-10-17,14:24,PSEG,PE000011777241871635,2015,RS,Null,3020.14
2016-10-17,14:24,PSEG,PE000011777368973482,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011777776381256,2016,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011780553123216,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011780564800898,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011784308648716,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011785306940417,2016,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011785826624554,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011787756347741,2014,PSAL,Null,0.
2016-10-17,14:24,PSEG,PE000011787756347741,2015,PSAL,Null,0.
2016-10-17,14:24,PSEG,PE000011787756347741,2016,PSAL,Null,0.
2016-10-17,14:24,PSEG,PE000011787892661744,2016,PSAL,PSAL,0.
2016-10-17,14:24,PSEG,PE000011788159905014,2016,PSAL,PSAL,0.
2016-10-17,14:24,PSEG,PE000011788336375698,2014,PSAL,Null,0.
2016-10-17,14:24,PSEG,PE000011788336375698,2015,PSAL,Null,0.
2016-10-17,14:24,PSEG,PE000011788336375698,2016,PSAL,Null,0.
2016-10-17,14:24,PSEG,PE000011788379327281,2015,PSAL,Null,0.
2016-10-17,14:24,PSEG,PE000011788477522351,2014,PSAL,Null,0.
2016-10-17,14:24,PSEG,PE000011788477522351,2015,PSAL,Null,0.
2016-10-17,14:24,PSEG,PE000011788477522351,2016,PSAL,Null,0.
2016-10-17,14:24,PSEG,PE000011788528552576,2016,PSAL,PSAL,0.
2016-10-17,14:24,PSEG,PE000011788571579684,2016,PSAL,PSAL,0.
2016-10-17,14:24,PSEG,PE000011789312390752,2014,PSAL,Null,0.
2016-10-17,14:24,PSEG,PE000011789312390752,2015,PSAL,Null,0.
2016-10-17,14:24,PSEG,PE000011789312390752,2016,PSAL,Null,0.
2016-10-17,14:24,PSEG,PE000011789474159428,2016,PSAL,PSAL,0.
2016-10-17,14:24,PSEG,PE000011789576347741,2014,PSAL,Null,0.
2016-10-17,14:24,PSEG,PE000011789576347741,2015,PSAL,Null,0.
2016-10-17,14:24,PSEG,PE000011789792643572,2014,PSAL,Null,0.
2016-10-17,14:24,PSEG,PE000011789792643572,2015,PSAL,Null,0.
2016-10-17,14:24,PSEG,PE000011789793445557,2016,PSAL,PSAL,0.
2016-10-17,14:24,PSEG,PE000011789861965868,2015,PSAL,Null,0.
